adm_nm,stock,opened,closed,quarter,closure_rate,net
서구 평리2동,54,1,0,2023Q1,0.0,1
서구 평리3동,190,0,2,2023Q1,0.0105,-2
서구 평리4동,331,4,6,2023Q1,0.0181,-2
서구 평리5동,47,1,2,2023Q1,0.0426,-1
서구 평리6동,38,0,1,2023Q1,0.0263,-1
수성구 고산1동,295,6,4,2023Q1,0.0136,2
수성구 고산2동,233,14,12,2023Q1,0.0515,2
수성구 고산3동,252,5,7,2023Q1,0.0278,-2
수성구 두산동,539,19,12,2023Q1,0.0223,7
수성구 만촌1동,167,1,6,2023Q1,0.0359,-5
수성구 만촌2동,117,1,3,2023Q1,0.0256,-2
수성구 만촌3동,133,2,1,2023Q1,0.0075,1
수성구 범물1동,98,1,2,2023Q1,0.0204,-1
수성구 범물2동,68,2,1,2023Q1,0.0147,1
수성구 범어1동,257,8,4,2023Q1,0.0156,4
수성구 범어2동,160,1,7,2023Q1,0.0438,-6
수성구 범어3동,255,7,4,2023Q1,0.0157,3
수성구 범어4동,217,2,5,2023Q1,0.023,-3
수성구 상동,204,6,2,2023Q1,0.0098,4
수성구 수성1가동,112,2,2,2023Q1,0.0179,0
수성구 수성2·3가동,168,4,3,2023Q1,0.0179,1
수성구 수성4가동,182,2,3,2023Q1,0.0165,-1
수성구 중동,162,5,4,2023Q1,0.0247,1
수성구 지산1동,367,4,8,2023Q1,0.0218,-4
수성구 지산2동,142,3,5,2023Q1,0.0352,-2
수성구 파동,88,0,1,2023Q1,0.0114,-1
수성구 황금1동,76,1,2,2023Q1,0.0263,-1
수성구 황금2동,229,8,6,2023Q1,0.0262,2
중구 남산1동,135,6,4,2023Q1,0.0296,2
중구 남산2동,92,1,1,2023Q1,0.0109,0
중구 남산3동,46,1,1,2023Q1,0.0217,0
중구 남산4동,65,3,1,2023Q1,0.0154,2
중구 대봉1동,225,4,8,2023Q1,0.0356,-4
중구 대봉2동,65,4,5,2023Q1,0.0769,-1
중구 대신동,139,2,5,2023Q1,0.036,-3
중구 동인동,310,7,6,2023Q1,0.0194,1
중구 삼덕동,573,16,13,2023Q1,0.0227,3
중구 성내1동,623,22,14,2023Q1,0.0225,8
중구 성내2동,585,12,10,2023Q1,0.0171,2
중구 성내3동,73,5,3,2023Q1,0.0411,2
군위군 군위읍,152,7,1,2023Q2,0.0066,6
군위군 부계면,83,0,0,2023Q2,0.0,0
군위군 산성면,17,0,0,2023Q2,0.0,0
군위군 삼국유사면,15,0,0,2023Q2,0.0,0
군위군 소보면,19,0,0,2023Q2,0.0,0
군위군 우보면,13,0,0,2023Q2,0.0,0
군위군 의흥면,26,0,1,2023Q2,0.0385,-1
군위군 효령면,41,1,1,2023Q2,0.0244,0
남구 대명10동,162,3,2,2023Q2,0.0123,1
남구 대명11동,125,7,0,2023Q2,0.0,7
남구 대명1동,91,1,2,2023Q2,0.022,-1
남구 대명2동,215,5,4,2023Q2,0.0186,1
남구 대명3동,303,6,3,2023Q2,0.0099,3
남구 대명4동,171,1,1,2023Q2,0.0058,0
남구 대명5동,181,8,5,2023Q2,0.0276,3
남구 대명6동,96,5,1,2023Q2,0.0104,4
남구 대명9동,222,5,5,2023Q2,0.0225,0
남구 봉덕1동,151,1,1,2023Q2,0.0066,0
남구 봉덕2동,122,2,1,2023Q2,0.0082,1
남구 봉덕3동,195,17,16,2023Q2,0.0821,1
남구 이천동,116,2,3,2023Q2,0.0259,-1
달서구 감삼동,346,12,5,2023Q2,0.0145,7
달서구 도원동,175,2,1,2023Q2,0.0057,1
"달서구 두류1,2동",233,4,5,2023Q2,0.0215,-1
달서구 두류3동,283,5,5,2023Q2,0.0177,0
달서구 본동,166,3,1,2023Q2,0.006,2
달서구 본리동,233,4,4,2023Q2,0.0172,0
달서구 상인1동,223,6,9,2023Q2,0.0404,-3
달서구 상인2동,502,12,16,2023Q2,0.0319,-4
달서구 상인3동,106,0,2,2023Q2,0.0189,-2
달서구 성당동,295,4,1,2023Q2,0.0034,3
달서구 송현1동,192,10,4,2023Q2,0.0208,6
달서구 송현2동,288,9,7,2023Q2,0.0243,2
달서구 신당동,799,14,20,2023Q2,0.025,-6
달서구 용산1동,268,3,6,2023Q2,0.0224,-3
달서구 용산2동,171,7,6,2023Q2,0.0351,1
달서구 월성1동,372,12,8,2023Q2,0.0215,4
달서구 월성2동,57,1,2,2023Q2,0.0351,-1
달서구 유천동,114,4,5,2023Q2,0.0439,-1
달서구 이곡1동,234,7,9,2023Q2,0.0385,-2
달서구 이곡2동,253,4,3,2023Q2,0.0119,1
달서구 장기동,199,1,1,2023Q2,0.005,0
달서구 죽전동,213,4,5,2023Q2,0.0235,-1
달서구 진천동,624,15,22,2023Q2,0.0353,-7
달성군 가창면,170,2,1,2023Q2,0.0059,1
달성군 구지면,259,12,4,2023Q2,0.0154,8
달성군 논공읍,290,3,5,2023Q2,0.0172,-2
달성군 다사읍,735,28,20,2023Q2,0.0272,8
달성군 옥포읍,241,7,4,2023Q2,0.0166,3
달성군 유가읍,286,10,8,2023Q2,0.028,2
달성군 하빈면,62,0,0,2023Q2,0.0,0
달성군 현풍읍,538,16,11,2023Q2,0.0204,5
달성군 화원읍,418,5,5,2023Q2,0.012,0
동구 공산동,329,8,5,2023Q2,0.0152,3
동구 도평동,30,0,1,2023Q2,0.0333,-1
동구 동촌동,169,1,2,2023Q2,0.0118,-1
동구 방촌동,176,2,2,2023Q2,0.0114,0
동구 불로·봉무동,350,8,7,2023Q2,0.02,1
동구 신암1동,168,4,3,2023Q2,0.0179,1
동구 신암2동,93,2,3,2023Q2,0.0323,-1
동구 신암3동,103,2,1,2023Q2,0.0097,1
동구 신암4동,172,1,4,2023Q2,0.0233,-3
동구 신암5동,93,2,1,2023Q2,0.0108,1
동구 신천1·2동,111,2,2,2023Q2,0.018,0
동구 신천3동,158,4,1,2023Q2,0.0063,3
동구 신천4동,385,23,8,2023Q2,0.0208,15
동구 안심1동,538,18,10,2023Q2,0.0186,8
동구 안심2동,63,2,1,2023Q2,0.0159,1
동구 안심3동,178,2,1,2023Q2,0.0056,1
동구 안심4동,220,7,5,2023Q2,0.0227,2
동구 지저동,171,3,0,2023Q2,0.0,3
동구 해안동,138,6,4,2023Q2,0.029,2
동구 혁신동,306,13,9,2023Q2,0.0294,4
동구 효목1동,249,6,6,2023Q2,0.0241,0
동구 효목2동,214,4,2,2023Q2,0.0093,2
북구 검단동,47,0,2,2023Q2,0.0426,-2
북구 고성동,179,27,22,2023Q2,0.1229,5
북구 관문동,251,5,15,2023Q2,0.0598,-10
북구 관음동,165,4,6,2023Q2,0.0364,-2
북구 구암동,350,3,10,2023Q2,0.0286,-7
북구 국우동,234,2,5,2023Q2,0.0214,-3
북구 노원동,363,4,10,2023Q2,0.0275,-6
북구 대현동,247,4,5,2023Q2,0.0202,-1
북구 동천동,372,9,15,2023Q2,0.0403,-6
북구 무태조야동,343,4,15,2023Q2,0.0437,-11
북구 복현1동,143,4,4,2023Q2,0.028,0
북구 복현2동,137,6,7,2023Q2,0.0511,-1
북구 산격1동,74,1,1,2023Q2,0.0135,0
북구 산격2동,217,16,21,2023Q2,0.0968,-5
북구 산격3동,471,12,16,2023Q2,0.034,-4
북구 산격4동,58,0,1,2023Q2,0.0172,-1
북구 읍내동,272,12,13,2023Q2,0.0478,-1
북구 칠성동,263,9,11,2023Q2,0.0418,-2
북구 침산1동,48,0,0,2023Q2,0.0,0
북구 침산2동,145,2,5,2023Q2,0.0345,-3
북구 침산3동,117,2,6,2023Q2,0.0513,-4
북구 태전1동,276,4,10,2023Q2,0.0362,-6
북구 태전2동,248,3,8,2023Q2,0.0323,-5
서구 내당1동,130,5,1,2023Q2,0.0077,4
서구 내당2·3동,118,2,2,2023Q2,0.0169,0
서구 내당4동,234,6,6,2023Q2,0.0256,0
서구 비산1동,75,0,1,2023Q2,0.0133,-1
서구 비산2·3동,195,5,3,2023Q2,0.0154,2
서구 비산4동,86,6,2,2023Q2,0.0233,4
서구 비산5동,128,2,2,2023Q2,0.0156,0
서구 비산6동,71,4,2,2023Q2,0.0282,2
서구 비산7동,308,12,3,2023Q2,0.0097,9
서구 상중이동,236,6,2,2023Q2,0.0085,4
서구 원대동,126,1,2,2023Q2,0.0159,-1
서구 평리1동,62,1,2,2023Q2,0.0323,-1
서구 평리2동,55,0,2,2023Q2,0.0364,-2
서구 평리3동,188,5,3,2023Q2,0.016,2
서구 평리4동,329,3,3,2023Q2,0.0091,0
서구 평리5동,46,2,1,2023Q2,0.0217,1
서구 평리6동,37,1,1,2023Q2,0.027,0
수성구 고산1동,297,6,4,2023Q2,0.0135,2
수성구 고산2동,235,9,4,2023Q2,0.017,5
수성구 고산3동,250,4,4,2023Q2,0.016,0
수성구 두산동,546,16,11,2023Q2,0.0201,5
수성구 만촌1동,162,0,5,2023Q2,0.0309,-5
수성구 만촌2동,115,4,3,2023Q2,0.0261,1
수성구 만촌3동,134,4,1,2023Q2,0.0075,3
수성구 범물1동,97,0,0,2023Q2,0.0,0
수성구 범물2동,69,1,0,2023Q2,0.0,1
수성구 범어1동,261,8,8,2023Q2,0.0307,0
수성구 범어2동,154,2,1,2023Q2,0.0065,1
수성구 범어3동,258,4,3,2023Q2,0.0116,1
수성구 범어4동,214,4,1,2023Q2,0.0047,3
수성구 상동,208,3,5,2023Q2,0.024,-2
수성구 수성1가동,112,5,4,2023Q2,0.0357,1
수성구 수성2·3가동,169,3,1,2023Q2,0.0059,2
수성구 수성4가동,181,6,4,2023Q2,0.0221,2
수성구 중동,163,2,3,2023Q2,0.0184,-1
수성구 지산1동,363,2,3,2023Q2,0.0083,-1
수성구 지산2동,140,4,2,2023Q2,0.0143,2
수성구 파동,87,2,3,2023Q2,0.0345,-1
수성구 황금1동,75,4,2,2023Q2,0.0267,2
수성구 황금2동,231,5,3,2023Q2,0.013,2
중구 남산1동,137,5,4,2023Q2,0.0292,1
중구 남산2동,92,2,1,2023Q2,0.0109,1
중구 남산3동,46,0,0,2023Q2,0.0,0
중구 남산4동,67,4,3,2023Q2,0.0448,1
중구 대봉1동,221,6,6,2023Q2,0.0271,0
중구 대봉2동,64,1,0,2023Q2,0.0,1
중구 대신동,136,1,3,2023Q2,0.0221,-2
중구 동인동,311,7,6,2023Q2,0.0193,1
중구 삼덕동,576,7,8,2023Q2,0.0139,-1
중구 성내1동,631,26,12,2023Q2,0.019,14
중구 성내2동,587,37,26,2023Q2,0.0443,11
중구 성내3동,75,1,2,2023Q2,0.0267,-1
군위군 군위읍,158,1,5,2023Q3,0.0316,-4
군위군 부계면,83,0,1,2023Q3,0.012,-1
군위군 산성면,17,0,0,2023Q3,0.0,0
군위군 삼국유사면,15,0,0,2023Q3,0.0,0
군위군 소보면,19,0,0,2023Q3,0.0,0
군위군 우보면,13,0,0,2023Q3,0.0,0
군위군 의흥면,25,0,0,2023Q3,0.0,0
군위군 효령면,41,0,0,2023Q3,0.0,0
남구 대명10동,163,3,3,2023Q3,0.0184,0
남구 대명11동,132,0,2,2023Q3,0.0152,-2
남구 대명1동,90,4,2,2023Q3,0.0222,2
남구 대명2동,216,1,1,2023Q3,0.0046,0
남구 대명3동,306,5,3,2023Q3,0.0098,2
남구 대명4동,171,1,2,2023Q3,0.0117,-1
남구 대명5동,184,0,3,2023Q3,0.0163,-3
남구 대명6동,100,6,2,2023Q3,0.02,4
남구 대명9동,222,5,0,2023Q3,0.0,5
남구 봉덕1동,151,4,4,2023Q3,0.0265,0
남구 봉덕2동,123,3,2,2023Q3,0.0163,1
남구 봉덕3동,196,2,1,2023Q3,0.0051,1
남구 이천동,115,1,2,2023Q3,0.0174,-1
달서구 감삼동,353,20,12,2023Q3,0.034,8
달서구 도원동,176,3,4,2023Q3,0.0227,-1
"달서구 두류1,2동",232,8,5,2023Q3,0.0216,3
달서구 두류3동,283,41,39,2023Q3,0.1378,2
달서구 본동,168,3,6,2023Q3,0.0357,-3
달서구 본리동,233,6,4,2023Q3,0.0172,2
달서구 상인1동,220,8,13,2023Q3,0.0591,-5
달서구 상인2동,498,9,10,2023Q3,0.0201,-1
달서구 상인3동,104,2,3,2023Q3,0.0288,-1
달서구 성당동,298,14,14,2023Q3,0.047,0
달서구 송현1동,198,4,6,2023Q3,0.0303,-2
달서구 송현2동,290,4,4,2023Q3,0.0138,0
달서구 신당동,793,11,13,2023Q3,0.0164,-2
달서구 용산1동,265,7,7,2023Q3,0.0264,0
달서구 용산2동,172,1,2,2023Q3,0.0116,-1
달서구 월성1동,376,11,13,2023Q3,0.0346,-2
달서구 월성2동,56,1,1,2023Q3,0.0179,0
달서구 유천동,113,4,1,2023Q3,0.0088,3
달서구 이곡1동,232,2,3,2023Q3,0.0129,-1
달서구 이곡2동,254,3,7,2023Q3,0.0276,-4
달서구 장기동,199,1,1,2023Q3,0.005,0
달서구 죽전동,212,7,4,2023Q3,0.0189,3
달서구 진천동,617,12,13,2023Q3,0.0211,-1
달성군 가창면,171,0,1,2023Q3,0.0058,-1
달성군 구지면,267,7,4,2023Q3,0.015,3
달성군 논공읍,288,3,5,2023Q3,0.0174,-2
달성군 다사읍,743,20,9,2023Q3,0.0121,11
달성군 옥포읍,244,6,1,2023Q3,0.0041,5
달성군 유가읍,288,8,10,2023Q3,0.0347,-2
달성군 하빈면,62,0,2,2023Q3,0.0323,-2
달성군 현풍읍,543,20,12,2023Q3,0.0221,8
달성군 화원읍,418,7,8,2023Q3,0.0191,-1
동구 공산동,332,3,0,2023Q3,0.0,3
동구 도평동,29,0,1,2023Q3,0.0345,-1
동구 동촌동,168,0,5,2023Q3,0.0298,-5
동구 방촌동,176,3,2,2023Q3,0.0114,1
동구 불로·봉무동,351,5,10,2023Q3,0.0285,-5
동구 신암1동,169,4,0,2023Q3,0.0,4
동구 신암2동,92,2,2,2023Q3,0.0217,0
동구 신암3동,104,4,0,2023Q3,0.0,4
동구 신암4동,169,8,2,2023Q3,0.0118,6
동구 신암5동,94,2,4,2023Q3,0.0426,-2
동구 신천1·2동,111,0,1,2023Q3,0.009,-1
동구 신천3동,161,3,1,2023Q3,0.0062,2
동구 신천4동,400,19,12,2023Q3,0.03,7
동구 안심1동,546,14,7,2023Q3,0.0128,7
동구 안심2동,64,0,1,2023Q3,0.0156,-1
동구 안심3동,179,6,3,2023Q3,0.0168,3
동구 안심4동,222,4,4,2023Q3,0.018,0
동구 지저동,174,5,3,2023Q3,0.0172,2
동구 해안동,140,4,4,2023Q3,0.0286,0
동구 혁신동,310,4,3,2023Q3,0.0097,1
동구 효목1동,249,5,3,2023Q3,0.012,2
동구 효목2동,216,4,3,2023Q3,0.0139,1
북구 검단동,45,1,1,2023Q3,0.0222,0
북구 고성동,184,5,5,2023Q3,0.0272,0
북구 관문동,241,6,6,2023Q3,0.0249,0
북구 관음동,163,3,3,2023Q3,0.0184,0
북구 구암동,343,6,5,2023Q3,0.0146,1
북구 국우동,231,7,4,2023Q3,0.0173,3
북구 노원동,357,3,2,2023Q3,0.0056,1
북구 대현동,246,5,5,2023Q3,0.0203,0
북구 동천동,366,6,3,2023Q3,0.0082,3
북구 무태조야동,332,14,5,2023Q3,0.0151,9
북구 복현1동,143,2,3,2023Q3,0.021,-1
북구 복현2동,136,5,1,2023Q3,0.0074,4
북구 산격1동,74,0,3,2023Q3,0.0405,-3
북구 산격2동,212,12,14,2023Q3,0.066,-2
북구 산격3동,467,11,11,2023Q3,0.0236,0
북구 산격4동,57,1,1,2023Q3,0.0175,0
북구 읍내동,271,10,8,2023Q3,0.0295,2
북구 칠성동,261,13,9,2023Q3,0.0345,4
북구 침산1동,48,0,1,2023Q3,0.0208,-1
북구 침산2동,142,3,1,2023Q3,0.007,2
북구 침산3동,113,4,2,2023Q3,0.0177,2
북구 태전1동,270,3,3,2023Q3,0.0111,0
북구 태전2동,243,3,1,2023Q3,0.0041,2
서구 내당1동,134,2,3,2023Q3,0.0224,-1
서구 내당2·3동,118,5,6,2023Q3,0.0508,-1
서구 내당4동,234,2,4,2023Q3,0.0171,-2
서구 비산1동,74,2,1,2023Q3,0.0135,1
서구 비산2·3동,197,2,4,2023Q3,0.0203,-2
서구 비산4동,90,1,2,2023Q3,0.0222,-1
서구 비산5동,128,0,3,2023Q3,0.0234,-3
서구 비산6동,73,1,0,2023Q3,0.0,1
서구 비산7동,317,5,4,2023Q3,0.0126,1
서구 상중이동,240,4,3,2023Q3,0.0125,1
서구 원대동,125,3,3,2023Q3,0.024,0
서구 평리1동,61,0,2,2023Q3,0.0328,-2
서구 평리2동,53,0,0,2023Q3,0.0,0
서구 평리3동,190,4,5,2023Q3,0.0263,-1
서구 평리4동,329,0,6,2023Q3,0.0182,-6
서구 평리5동,47,3,0,2023Q3,0.0,3
서구 평리6동,37,1,0,2023Q3,0.0,1
수성구 고산1동,299,3,3,2023Q3,0.01,0
수성구 고산2동,240,14,9,2023Q3,0.0375,5
수성구 고산3동,250,4,3,2023Q3,0.012,1
수성구 두산동,551,71,64,2023Q3,0.1162,7
수성구 만촌1동,157,1,2,2023Q3,0.0127,-1
수성구 만촌2동,116,5,3,2023Q3,0.0259,2
수성구 만촌3동,137,6,3,2023Q3,0.0219,3
수성구 범물1동,97,0,1,2023Q3,0.0103,-1
수성구 범물2동,70,2,1,2023Q3,0.0143,1
수성구 범어1동,261,10,4,2023Q3,0.0153,6
수성구 범어2동,155,1,2,2023Q3,0.0129,-1
수성구 범어3동,259,3,3,2023Q3,0.0116,0
수성구 범어4동,217,4,3,2023Q3,0.0138,1
수성구 상동,206,6,7,2023Q3,0.034,-1
수성구 수성1가동,113,0,2,2023Q3,0.0177,-2
수성구 수성2·3가동,171,8,4,2023Q3,0.0234,4
수성구 수성4가동,183,3,2,2023Q3,0.0109,1
수성구 중동,162,1,5,2023Q3,0.0309,-4
수성구 지산1동,362,5,4,2023Q3,0.011,1
수성구 지산2동,142,9,5,2023Q3,0.0352,4
수성구 파동,86,2,3,2023Q3,0.0349,-1
수성구 황금1동,77,3,3,2023Q3,0.039,0
수성구 황금2동,233,9,5,2023Q3,0.0215,4
중구 남산1동,138,2,0,2023Q3,0.0,2
중구 남산2동,93,4,2,2023Q3,0.0215,2
중구 남산3동,46,0,1,2023Q3,0.0217,-1
중구 남산4동,68,4,1,2023Q3,0.0147,3
중구 대봉1동,221,8,5,2023Q3,0.0226,3
중구 대봉2동,65,3,1,2023Q3,0.0154,2
중구 대신동,134,4,2,2023Q3,0.0149,2
중구 동인동,312,2,3,2023Q3,0.0096,-1
중구 삼덕동,575,15,18,2023Q3,0.0313,-3
중구 성내1동,645,24,14,2023Q3,0.0217,10
중구 성내2동,598,28,29,2023Q3,0.0485,-1
중구 성내3동,74,4,1,2023Q3,0.0135,3
군위군 군위읍,154,4,2,2023Q4,0.013,2
군위군 부계면,82,0,1,2023Q4,0.0122,-1
군위군 산성면,17,0,0,2023Q4,0.0,0
군위군 삼국유사면,15,1,0,2023Q4,0.0,1
군위군 소보면,19,0,0,2023Q4,0.0,0
군위군 우보면,13,0,0,2023Q4,0.0,0
군위군 의흥면,25,0,2,2023Q4,0.08,-2
군위군 효령면,41,0,0,2023Q4,0.0,0
남구 대명10동,163,3,4,2023Q4,0.0245,-1
남구 대명11동,130,1,4,2023Q4,0.0308,-3
남구 대명1동,92,1,2,2023Q4,0.0217,-1
남구 대명2동,216,4,6,2023Q4,0.0278,-2
남구 대명3동,308,7,10,2023Q4,0.0325,-3
남구 대명4동,170,3,5,2023Q4,0.0294,-2
남구 대명5동,181,3,4,2023Q4,0.0221,-1
남구 대명6동,104,3,3,2023Q4,0.0288,0
남구 대명9동,227,4,6,2023Q4,0.0264,-2
남구 봉덕1동,151,1,1,2023Q4,0.0066,0
남구 봉덕2동,124,2,0,2023Q4,0.0,2
남구 봉덕3동,197,6,4,2023Q4,0.0203,2
남구 이천동,114,4,1,2023Q4,0.0088,3
달서구 감삼동,361,7,6,2023Q4,0.0166,1
달서구 도원동,175,2,4,2023Q4,0.0229,-2
"달서구 두류1,2동",235,3,2,2023Q4,0.0085,1
달서구 두류3동,285,3,4,2023Q4,0.014,-1
달서구 본동,165,4,4,2023Q4,0.0242,0
달서구 본리동,235,7,10,2023Q4,0.0426,-3
달서구 상인1동,215,5,5,2023Q4,0.0233,0
달서구 상인2동,497,7,11,2023Q4,0.0221,-4
달서구 상인3동,103,4,5,2023Q4,0.0485,-1
달서구 성당동,298,5,7,2023Q4,0.0235,-2
달서구 송현1동,196,7,1,2023Q4,0.0051,6
달서구 송현2동,290,8,8,2023Q4,0.0276,0
달서구 신당동,791,12,14,2023Q4,0.0177,-2
달서구 용산1동,265,3,0,2023Q4,0.0,3
달서구 용산2동,171,1,3,2023Q4,0.0175,-2
달서구 월성1동,374,16,23,2023Q4,0.0615,-7
달서구 월성2동,56,0,0,2023Q4,0.0,0
달서구 유천동,116,5,3,2023Q4,0.0259,2
달서구 이곡1동,231,4,6,2023Q4,0.026,-2
달서구 이곡2동,250,2,5,2023Q4,0.02,-3
달서구 장기동,199,1,3,2023Q4,0.0151,-2
달서구 죽전동,215,4,6,2023Q4,0.0279,-2
달서구 진천동,616,19,21,2023Q4,0.0341,-2
달성군 가창면,170,2,2,2023Q4,0.0118,0
달성군 구지면,270,9,7,2023Q4,0.0259,2
달성군 논공읍,286,3,5,2023Q4,0.0175,-2
달성군 다사읍,754,18,30,2023Q4,0.0398,-12
달성군 옥포읍,249,3,10,2023Q4,0.0402,-7
달성군 유가읍,286,10,10,2023Q4,0.035,0
달성군 하빈면,60,1,2,2023Q4,0.0333,-1
달성군 현풍읍,551,21,16,2023Q4,0.029,5
달성군 화원읍,417,10,7,2023Q4,0.0168,3
동구 공산동,335,6,7,2023Q4,0.0209,-1
동구 도평동,28,0,0,2023Q4,0.0,0
동구 동촌동,163,9,5,2023Q4,0.0307,4
동구 방촌동,177,7,3,2023Q4,0.0169,4
동구 불로·봉무동,346,11,12,2023Q4,0.0347,-1
동구 신암1동,173,3,3,2023Q4,0.0173,0
동구 신암2동,92,5,4,2023Q4,0.0435,1
동구 신암3동,108,2,3,2023Q4,0.0278,-1
동구 신암4동,175,2,4,2023Q4,0.0229,-2
동구 신암5동,92,1,2,2023Q4,0.0217,-1
동구 신천1·2동,110,1,1,2023Q4,0.0091,0
동구 신천3동,163,4,0,2023Q4,0.0,4
동구 신천4동,407,25,20,2023Q4,0.0491,5
동구 안심1동,553,14,14,2023Q4,0.0253,0
동구 안심2동,63,0,1,2023Q4,0.0159,-1
동구 안심3동,182,6,3,2023Q4,0.0165,3
동구 안심4동,222,7,6,2023Q4,0.027,1
동구 지저동,176,4,0,2023Q4,0.0,4
동구 해안동,140,1,5,2023Q4,0.0357,-4
동구 혁신동,311,12,15,2023Q4,0.0482,-3
동구 효목1동,251,6,7,2023Q4,0.0279,-1
동구 효목2동,217,7,6,2023Q4,0.0276,1
북구 검단동,45,0,3,2023Q4,0.0667,-3
북구 고성동,184,3,2,2023Q4,0.0109,1
북구 관문동,241,4,10,2023Q4,0.0415,-6
북구 관음동,163,4,7,2023Q4,0.0429,-3
북구 구암동,344,6,9,2023Q4,0.0262,-3
북구 국우동,234,7,4,2023Q4,0.0171,3
북구 노원동,358,1,7,2023Q4,0.0196,-6
북구 대현동,246,4,14,2023Q4,0.0569,-10
북구 동천동,369,13,15,2023Q4,0.0407,-2
북구 무태조야동,341,9,21,2023Q4,0.0616,-12
북구 복현1동,142,4,6,2023Q4,0.0423,-2
북구 복현2동,140,3,1,2023Q4,0.0071,2
북구 산격1동,71,0,6,2023Q4,0.0845,-6
북구 산격2동,210,4,10,2023Q4,0.0476,-6
북구 산격3동,467,11,17,2023Q4,0.0364,-6
북구 산격4동,57,0,3,2023Q4,0.0526,-3
북구 읍내동,273,6,15,2023Q4,0.0549,-9
북구 칠성동,265,5,9,2023Q4,0.034,-4
북구 침산1동,47,0,1,2023Q4,0.0213,-1
북구 침산2동,144,10,8,2023Q4,0.0556,2
북구 침산3동,115,1,5,2023Q4,0.0435,-4
북구 태전1동,270,4,11,2023Q4,0.0407,-7
북구 태전2동,245,2,8,2023Q4,0.0327,-6
서구 내당1동,133,1,3,2023Q4,0.0226,-2
서구 내당2·3동,117,5,6,2023Q4,0.0513,-1
서구 내당4동,232,2,16,2023Q4,0.069,-14
서구 비산1동,75,3,5,2023Q4,0.0667,-2
서구 비산2·3동,195,5,8,2023Q4,0.041,-3
서구 비산4동,89,2,4,2023Q4,0.0449,-2
서구 비산5동,125,1,6,2023Q4,0.048,-5
서구 비산6동,74,0,3,2023Q4,0.0405,-3
서구 비산7동,318,5,10,2023Q4,0.0314,-5
서구 상중이동,241,2,8,2023Q4,0.0332,-6
서구 원대동,125,4,5,2023Q4,0.04,-1
서구 평리1동,59,1,2,2023Q4,0.0339,-1
서구 평리2동,53,0,0,2023Q4,0.0,0
서구 평리3동,189,6,6,2023Q4,0.0317,0
서구 평리4동,323,5,9,2023Q4,0.0279,-4
서구 평리5동,50,4,3,2023Q4,0.06,1
서구 평리6동,38,1,7,2023Q4,0.1842,-6
수성구 고산1동,299,6,9,2023Q4,0.0301,-3
수성구 고산2동,245,10,8,2023Q4,0.0327,2
수성구 고산3동,251,5,8,2023Q4,0.0319,-3
수성구 두산동,558,11,13,2023Q4,0.0233,-2
수성구 만촌1동,156,2,5,2023Q4,0.0321,-3
수성구 만촌2동,118,3,5,2023Q4,0.0424,-2
수성구 만촌3동,140,3,3,2023Q4,0.0214,0
수성구 범물1동,96,2,0,2023Q4,0.0,2
수성구 범물2동,71,2,1,2023Q4,0.0141,1
수성구 범어1동,267,2,6,2023Q4,0.0225,-4
수성구 범어2동,154,2,5,2023Q4,0.0325,-3
수성구 범어3동,259,10,9,2023Q4,0.0347,1
수성구 범어4동,218,5,6,2023Q4,0.0275,-1
수성구 상동,205,5,1,2023Q4,0.0049,4
수성구 수성1가동,111,1,6,2023Q4,0.0541,-5
수성구 수성2·3가동,175,7,8,2023Q4,0.0457,-1
수성구 수성4가동,184,6,3,2023Q4,0.0163,3
수성구 중동,158,3,6,2023Q4,0.038,-3
수성구 지산1동,363,3,15,2023Q4,0.0413,-12
수성구 지산2동,146,7,2,2023Q4,0.0137,5
수성구 파동,85,4,2,2023Q4,0.0235,2
수성구 황금1동,77,1,2,2023Q4,0.026,-1
수성구 황금2동,237,8,12,2023Q4,0.0506,-4
중구 남산1동,140,2,5,2023Q4,0.0357,-3
중구 남산2동,95,2,6,2023Q4,0.0632,-4
중구 남산3동,45,2,2,2023Q4,0.0444,0
중구 남산4동,71,0,4,2023Q4,0.0563,-4
중구 대봉1동,224,11,10,2023Q4,0.0446,1
중구 대봉2동,67,1,0,2023Q4,0.0,1
중구 대신동,136,0,4,2023Q4,0.0294,-4
중구 동인동,311,8,25,2023Q4,0.0804,-17
중구 삼덕동,572,11,13,2023Q4,0.0227,-2
중구 성내1동,655,26,22,2023Q4,0.0336,4
중구 성내2동,597,25,32,2023Q4,0.0536,-7
중구 성내3동,77,2,7,2023Q4,0.0909,-5
군위군 군위읍,156,1,4,2024Q1,0.0256,-3
군위군 부계면,81,0,0,2024Q1,0.0,0
군위군 산성면,17,0,0,2024Q1,0.0,0
군위군 삼국유사면,16,1,0,2024Q1,0.0,1
군위군 소보면,19,0,0,2024Q1,0.0,0
군위군 우보면,13,0,0,2024Q1,0.0,0
군위군 의흥면,23,0,0,2024Q1,0.0,0
군위군 효령면,41,1,1,2024Q1,0.0244,0
남구 대명10동,162,2,2,2024Q1,0.0123,0
남구 대명11동,127,3,2,2024Q1,0.0157,1
남구 대명1동,91,1,3,2024Q1,0.033,-2
남구 대명2동,214,6,6,2024Q1,0.028,0
남구 대명3동,305,5,5,2024Q1,0.0164,0
남구 대명4동,168,2,1,2024Q1,0.006,1
남구 대명5동,180,1,2,2024Q1,0.0111,-1
